name,tags,time,host,unit,value
CO00011,,1600762954595,11005,partsPerMillion,2.1599998474121094
CO00011,,1600762956303,11005,partsPerMillion,1.1100000143051147
CO00011,,1600762964491,11007,partsPerMillion,0.32999998331069946
CO00011,,1600762965509,11007,partsPerMillion,1.4399999380111694
CO00011,,1600762974429,11007,partsPerMillion,0.32999998331069946
CO00011,,1600762978041,11007,partsPerMillion,1.4399999380111694
CO00011,,1600762979042,11007,partsPerMillion,0.32999998331069946
CO00011,,1600762980046,11007,partsPerMillion,1.4399999380111694
CO00011,,1600762982052,11007,partsPerMillion,0.32999998331069946
CO00011,,1600762992000,11007,partsPerMillion,1.4399999380111694
CO00011,,1600762992504,11007,partsPerMillion,0.44999998807907104
CO00011,,1600762996200,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763006055,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763007053,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763009055,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763028961,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763030974,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763031974,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763035593,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763039159,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763049212,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763055953,11005,partsPerMillion,2.1599998474121094
CO00011,,1600763056457,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763056961,11005,partsPerMillion,1.1100000143051147
CO00011,,1600763057486,11007,partsPerMillion,0.41999998688697815
CO00011,,1600763058984,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763060496,11005,partsPerMillion,2.1599998474121094
CO00011,,1600763061001,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763061506,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763065623,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763066127,11005,partsPerMillion,1.1100000143051147
CO00011,,1600763067629,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763075557,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763077556,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763086571,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763089569,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763106461,11005,partsPerMillion,2.1599998474121094
CO00011,,1600763107470,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763108479,11005,partsPerMillion,1.0799999237060547
CO00011,,1600763110490,11005,partsPerMillion,2.1599998474121094
CO00011,,1600763110995,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763117618,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763118425,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763120426,11005,partsPerMillion,1.1100000143051147
CO00011,,1600763122041,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763127629,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763128627,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763129641,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763140099,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763142097,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763156140,11007,partsPerMillion,0.35999998450279236
CO00011,,1600763156644,11005,partsPerMillion,2.1599998474121094
CO00011,,1600763157139,11007,partsPerMillion,0.5999999642372131
CO00011,,1600763157643,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763157644,11005,partsPerMillion,1.1100000143051147
CO00011,,1600763158649,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763162959,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763164059,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763166079,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763168590,11005,partsPerMillion,2.1599998474121094
CO00011,,1600763183519,11005,partsPerMillion,1.1100000143051147
CO00011,,1600763184550,11007,partsPerMillion,0.35999998450279236
CO00011,,1600763206622,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763207720,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763208518,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763216567,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763218675,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763220694,11007,partsPerMillion,0.35999998450279236
CO00011,,1600763221491,11007,partsPerMillion,1.1399999856948853
CO00011,,1600763221995,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763226523,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763229630,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763232636,11007,partsPerMillion,0.35999998450279236
CO00011,,1600763237569,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763271577,11005,partsPerMillion,2.1599998474121094
CO00011,,1600763275503,11005,partsPerMillion,1.1100000143051147
CO00011,,1600763278549,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763279055,11005,partsPerMillion,2.1599998474121094
CO00011,,1600763281580,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763282565,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763284689,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763285183,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763286179,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763287693,11005,partsPerMillion,1.1100000143051147
CO00011,,1600763288187,11007,partsPerMillion,0.32999998331069946
CO00011,,1600763289991,11005,partsPerMillion,2.1599998474121094
CO00011,,1600763290999,11005,partsPerMillion,1.1100000143051147
CO00011,,1600763299653,11007,partsPerMillion,1.4399999380111694
CO00011,,1600763300655,11007,partsPerMillion,0.32999998331069946
